証券コード	業種	会社名	平均年収	従業員数	平均年齢	平均勤続年数	情報公開日
8737	証券業	黒川木徳フィナンシャルホールディングス	"8,469,664 "	6 	38.4 	5.4 	2010/6/25
8738	証券業	ひまわりホールディングス	"6,817,000 "	33 	34.0 	8.5 	2010/6/30
8739	証券業	スパークス・グループ	"7,923,000 "	30 	41.3 	3.6 	2010/6/18
8740	証券業	フジトミ	"5,362,560 "	106 	37.8 	7.7 	2010/6/29
8741	上場廃止	スターフューチャーズ証券	"4,610,000 "	525 	34.2 	4.7 	2004/6/25
8742	証券業	小林洋行	"5,336,599 "	65 	36.1 	9.5 	2010/6/30
8744	証券業	ユニコムグループホールディングス	"4,408,128 "	40 	33.9 	6.5 	2010/6/30
8745	上場廃止	グローバリー	"5,674,923 "	31 	38.3 	10.9 	2006/6/30
8746	証券業	第一商品	"5,315,070 "	463 	36.2 	9.1 	2010/6/30
8747	証券業	豊商事	"4,824,000 "	362 	37.1 	10.0 	2010/6/29
8748	上場廃止	岡藤商事	"5,600,839 "	459 	34.6 	10.7 	2005/6/29
8749	証券業	エース交易	"4,760,000 "	267 	38.1 	10.2 	2010/6/29
8750	保険業	第一生命保険	"6,339,000 "	"13,570 "	42.6 	12.3 	2010/6/28
8752	上場廃止	三井住友海上火災保険	"7,088,292 "	"18,898 "	38.2 	11.4 	2010/6/29
8754	上場廃止	日本興亜損害保険	"7,069,273 "	"8,883 "	41.1 	12.7 	2010/6/29
8755	上場廃止	損保ジャパン	"6,812,350 "	"22,432 "	39.2 	10.7 	2010/6/29
8757	上場廃止	日新火災海上保険	"5,517,822 "	"2,662 "	40.1 	10.0 	2006/6/29
8759	上場廃止	ニッセイ同和損害保険	"6,241,121 "	"4,445 "	40.4 	10.2 	2010/6/30
8761	上場廃止	あいおい損害保険	"7,109,946 "	"11,311 "	41.8 	13.8 	2010/6/30
8763	保険業	富士火災海上保険	"5,940,390 "	"6,148 "	40.4 	13.4 	2010/6/25
8766	保険業	東京海上ホールディングス	"12,787,524 "	379 	40.6 	16.9 	2010/6/28
8767	保険業	ウェブクルー	"4,811,000 "	73 	30.9 	2.0 	2009/12/21
8769	保険業	アドバンテッジリスクマネジメント	"5,569,000 "	190 	39.8 	3.8 	2010/6/25
8771	その他金融業	イー・ギャランティ	"4,689,000 "	83 	29.0 	2.0 	2010/6/23
8772	その他金融業	アサックス	"5,492,907 "	84 	31.0 	6.8 	2010/6/25
8774	上場廃止	ジェーピーエヌ債権回収	"3,415,000 "	965 	45.9 	6.8 	2009/4/17
8783	その他金融業	グラウンド・ファイナンシャル・アドバイザリー	"6,490,690 "	7 	36.9 	3.0 	2010/6/28
8787	その他金融業	ＵＣＳ	"5,720,303 "	325 	39.6 	11.7 	2010/5/28
8789	その他金融業	フィンテック　グローバル	"6,586,000 "	55 	34.5 	2.7 	2009/12/21
8793	その他金融業	ＮＥＣキャピタルソリューション	"6,703,000 "	606 	37.1 	9.6 	2010/6/23
8795	保険業	Ｔ＆Ｄホールディングス	"9,800,000 "	116 	41.8 	18.0 	2010/6/25
8796	上場廃止	太陽生命保険	"6,476,364 "	"4,000 "	38.2 	13.7 	2008/6/26
8798	保険業	アドバンスクリエイト	"4,336,000 "	317 	32.9 	3.0 	2009/12/21
8799	上場廃止	大同生命保険	"7,530,000 "	"3,255 "	37.6 	12.5 	2004/6/29
8801	不動産業	三井不動産	"11,030,000 "	"1,216 "	41.0 	11.8 	2010/6/29
8802	不動産業	三菱地所	"10,951,319 "	993 	40.4 	16.7 	2010/6/29
8803	不動産業	平和不動産	"9,081,000 "	85 	40.6 	14.3 	2010/6/28
8804	不動産業	東京建物	"9,982,191 "	476 	39.3 	10.5 	2010/3/30
8805	上場廃止	日本中央地所	"6,070,382 "	41 	40.8 	14.5 	2006/3/31
8806	不動産業	ダイビル	"9,024,000 "	56 	37.6 	11.8 	2010/6/25
8809	不動産業	サンケイビル	"9,104,011 "	141 	41.6 	12.4 	2010/6/29
8810	不動産業	大阪港振興	"7,111,000 "	27 	44.7 	19.8 	2010/6/30
8815	不動産業	東急不動産	"9,540,466 "	721 	40.9 	15.7 	2010/6/25
8818	不動産業	京阪神不動産	"6,786,000 "	32 	43.4 	9.8 	2010/6/29
8821	不動産業	立飛企業	"5,876,000 "	58 	46.5 	13.8 	2010/6/29
8830	不動産業	住友不動産	"6,250,691 "	"3,740 "	41.3 	6.0 	2010/6/30
8832	上場廃止	小田急不動産	"6,962,901 "	508 	39.3 	11.6 	2007/6/28
8833	不動産業	東宝不動産	"6,588,000 "	62 	39.6 	12.5 	2010/5/31
8834	上場廃止	藤和不動産	"6,189,149 "	709 	36.9 	11.3 	2010/6/29
8835	卸売業	太平洋興発	"3,197,000 "	277 	56.2 	7.7 	2010/6/29
8836	不動産業	ＲＩＳＥ	"6,476,000 "	10 	48.8 	3.0 	2010/6/28
8838	上場廃止	有楽土地	"7,132,567 "	294 	41.9 	14.7 	2010/6/28
8839	上場廃止	ニチモ	"6,781,120 "	195 	40.5 	11.5 	2008/12/25
8840	不動産業	大京	"6,801,246 "	"1,384 "	38.1 	9.9 	2010/6/23
8841	不動産業	テーオーシー	"7,183,000 "	69 	37.7 	14.7 	2010/6/29
8842	不動産業	東京楽天地	"7,067,707 "	153 	42.8 	19.8 	2010/4/30
8844	不動産業	コスモスイニシア	"6,978,344 "	573 	34.8 	10.7 	2010/6/29
8845	上場廃止	セザール	"4,544,309 "	186 	34.3 	6.6 	2002/6/27
8846	上場廃止	積和不動産	"6,983,554 "	426 	33.5 	8.4 	2005/4/26
8848	不動産業	レオパレス２１	"5,348,659 "	"8,687 "	33.2 	5.1 	2010/6/28
8850	不動産業	スターツコーポレーション	"5,120,121 "	112 	32.9 	9.4 	2010/6/24
8851	不動産業	アーバンライフ	"4,445,000 "	88 	40.4 	12.8 	2010/3/26
8852	上場廃止	積和不動産関西	"6,664,000 "	348 	37.2 	10.5 	2005/4/25
8853	上場廃止	ダイヤモンドシティ	"6,270,093 "	406 	36.5 	6.5 	2007/5/18
8854	不動産業	日住サービス	"4,381,742 "	343 	41.4 	11.4 	2010/3/30
8855	上場廃止	全日空ビルディング	"6,618,000 "	81 	41.0 	14.8 	2005/6/29
8857	上場廃止	三井不動産販売	"7,085,896 "	"1,702 "	38.7 	11.9 	2003/9/12
8858	上場廃止	ダイア建設	"5,832,000 "	354 	38.3 	9.9 	2008/6/27
8860	不動産業	フジ住宅	"5,742,962 "	582 	37.1 	6.8 	2010/6/24
8863	上場廃止	積和不動産中部					2005/4/26
8864	不動産業	空港施設	"7,344,361 "	127 	46.7 	14.4 	2010/6/29
8866	上場廃止	ＣＲＥ	"5,930,654 "	98 	35.3 	5.1 	2010/6/30
8867	上場廃止	横浜地下街	"6,795,684 "	126 	45.0 	17.2 	2005/6/29
8868	上場廃止	アーバンコーポレイション	"7,895,000 "	342 	34.7 	4.2 	2008/6/30
8869	不動産業	明和地所	"5,875,756 "	202 	32.3 	6.1 	2010/6/29
8870	不動産業	住友不動産販売	"6,165,968 "	"2,968 "	34.7 	8.3 	2010/6/25
8871	不動産業	ゴールドクレスト	"5,725,935 "	118 	30.2 	5.3 	2010/6/29
8872	不動産業	エイブル	"3,959,214 "	"3,301 "	34.9 	4.8 	2010/6/30
8873	上場廃止	積和不動産中国	"5,681,844 "	161 	34.7 	6.4 	2005/4/25
8874	上場廃止	ジョイント・コーポレーション	"6,000,000 "	302 	38.5 	4.7 	2008/6/23
8875	不動産業	東栄住宅	"5,947,813 "	380 	35.9 	7.1 	2010/4/28
8876	不動産業	リロ・ホールディング	"5,473,440 "	45 	37.0 	4.8 	2010/6/28
8877	不動産業	日本エスリード	"7,060,067 "	152 	33.1 	6.3 	2010/6/28
8878	上場廃止	日本綜合地所		317 			2008/6/27
8879	不動産業	東急リバブル	"5,663,624 "	"2,268 "	35.3 	9.3 	2010/6/22
8880	不動産業	飯田産業	"5,463,876 "	493 	34.8 	5.6 	2010/7/26
8881	不動産業	日神不動産	"4,869,968 "	244 	34.3 	7.1 	2010/6/28
8882	上場廃止	ゼファー	"6,962,816 "	245 	30.8 	3.1 	2008/6/30
8884	上場廃止	ディックスクロキ	"4,547,319 "	109 	30.9 	3.8 	2008/6/27
8885	不動産業	ラ・アトレ	"4,184,000 "	38 	33.8 	7.3 	2010/6/29
8886	不動産業	ウッドフレンズ	"5,828,000 "	87 	36.1 	5.3 	2009/8/27
8887	不動産業	リベレステ	"4,893,693 "	30 	40.0 	10.0 	2009/8/28
8888	上場廃止	クリード	"9,477,000 "	213 	33.1 	2.3 	2008/8/22
8889	不動産業	アパマンショップホールディングス	"4,942,753 "	56 	38.4 	3.2 	2009/12/25
8890	不動産業	レーサム	"5,996,000 "	78 	37.4 	4.9 	2009/11/30
8891	不動産業	エムジーホーム	"5,517,000 "	26 	37.3 	8.0 	2010/6/23
8892	不動産業	日本エスコン	"6,776,178 "	93 	37.8 	3.9 	2010/3/26
8893	不動産業	新日本建物	"6,192,185 "	48 	38.6 	5.7 	2010/6/28
8894	不動産業	原弘産	"4,036,000 "	63 	36.1 	4.8 	2010/5/28
8895	不動産業	アーネストワン	"4,742,170 "	549 	32.7 	3.3 	2010/6/24
8896	上場廃止	菱和ライフクリエイト	"5,867,000 "	142 	32.3 	4.8 	2007/6/22
8897	不動産業	タカラレーベン	"5,860,314 "	179 	32.9 	5.5 	2010/6/22
8898	不動産業	センチュリー２１・ジャパン	"6,150,847 "	60 	43.8 	8.3 	2010/6/17
8899	上場廃止	モリモト	"5,567,827 "	312 	34.2 	5.0 	2009/6/30
8900	不動産業	セイクレスト	"4,500,000 "	63 	31.8 	5.0 	2010/6/29
8901	上場廃止	ダイナシティ	"5,791,000 "	222 	33.6 	3.5 	2008/6/27
8902	上場廃止	パシフィックホールディングス	"8,293,519 "	70 	35.8 	2.8 	2009/3/2
8903	不動産業	サンウッド	"5,654,675 "	60 	36.6 	5.0 	2010/6/25
8904	不動産業	サンヨーハウジング名古屋	"4,703,304 "	386 	30.8 	4.7 	2009/11/26
8905	不動産業	イオンモール	"6,578,412 "	904 	38.1 	7.1 	2010/5/12
8906	上場廃止	積和不動産九州	"6,222,582 "	89 	36.2 	7.3 	2005/4/21
8907	不動産業	フージャースコーポレーション	"5,970,000 "	78 	35.0 	4.9 	2010/6/28
8908	不動産業	毎日コムネット	"4,505,000 "	147 	30.2 	4.9 	2010/2/24
8909	不動産業	シノケングループ	"3,505,167 "	19 	36.6 	3.5 	2010/3/30
8910	不動産業	サンシティ	"4,053,918 "	138 	33.3 	4.6 	2010/3/30
8911	上場廃止	創建ホームズ	"6,733,964 "	205 	34.6 	3.2 	2008/5/28
8912	不動産業	エリアクエスト	"3,597,181 "	10 	37.3 	2.7 	2009/9/29
8913	上場廃止	ゼクス	"6,070,481 "	34 	33.6 	3.5 	2009/8/28
8914	不動産業	エリアリンク	"4,205,000 "	99 	31.8 	2.7 	2010/3/31
8915	不動産業	タクトホーム	"4,426,645 "	325 	33.7 	3.5 	2009/8/25
8917	不動産業	ファースト住建	"4,087,000 "	219 	34.7 	3.4 	2010/1/27
8918	不動産業	ランド	"6,659,094 "	64 	35.6 	5.0 	2010/5/27
8919	不動産業	やすらぎ	"3,233,000 "	532 	44.2 	3.5 	2010/4/19
8920	サービス業	東祥	"3,745,000 "	580 	26.4 	3.7 	2010/6/16
8921	上場廃止	シーズクリエイト	"6,358,000 "	113 	33.6 	3.5 	2008/6/30
8922	不動産業	ジアース	"7,506,000 "	36 	38.4 	3.8 	2010/6/30
8923	不動産業	トーセイ	"5,964,000 "	114 	35.2 	3.6 	2010/2/26
8924	不動産業	リサ・パートナーズ	"7,575,000 "	108 	33.6 	3.3 	2010/3/26
8925	不動産業	アルデプロ	"4,570,000 "	35 	35.0 	4.5 	2009/11/2
8927	不動産業	明豊エンタープライズ	"6,222,000 "	51 	37.5 	4.6 	2009/10/29
8928	不動産業	穴吹興産	"5,765,538 "	289 	32.8 	6.6 	2009/9/28
8929	不動産業	船井財産コンサルタンツ	"6,682,000 "	84 	41.1 	4.0 	2010/3/26
8931	不動産業	和田興産	"5,903,000 "	88 	41.4 	6.6 	2010/5/28
8933	不動産業	ＮＴＴ都市開発	"8,266,446 "	449 	42.1 	17.1 	2010/6/21
8934	不動産業	サンフロンティア不動産	"5,145,926 "	131 	31.2 	3.8 	2010/6/28
8935	不動産業	ＦＪネクスト	"6,377,000 "	247 	33.2 	6.5 	2010/6/25
8936	上場廃止	リプラス	"6,354,000 "	853 	34.4 	1.4 	2008/3/28
8937	上場廃止	Ｈｕｍａｎ２１	"5,587,000 "	84 	48.6 	4.1 	2008/7/25
8938	不動産業	ロジコム	"6,506,982 "	40 	42.5 	7.8 	2010/6/25
8939	不動産業	大和システム	"5,300,744 "	180 	40.3 	11.9 	2010/6/29
8940	不動産業	インテリックス	"5,960,000 "	137 	37.0 	4.0 	2009/8/21
8941	上場廃止	レイコフ	"6,050,909 "	37 	35.2 	0.9 	2007/11/30
8942	上場廃止	シンプレクス・インベストメント・アドバイザーズ	"14,190,232 "	77 	36.6 	2.4 	2008/6/27
8943	上場廃止	エスグラントコーポレーション	"5,391,694 "	96 	29.5 	1.4 	2008/9/26
8944	不動産業	ランドビジネス	"10,978,000 "	25 	44.2 	5.4 	2009/12/17
8945	不動産業	日本社宅サービス	"4,667,000 "	305 	33.7 	3.0 	2009/9/29
8946	不動産業	陽光都市開発	"5,458,000 "	178 	35.9 	4.1 	2010/3/30
8947	上場廃止	ノエル	"5,830,298 "	319 	35.1 	2.1 	2007/11/27
8948	上場廃止	ランドコム	"5,348,542 "	59 	34.8 	1.5 	2008/3/31
8991	上場廃止	ライフステージ	"4,865,000 "	107 	35.6 	6.5 	2009/9/30
8992	不動産業	日本レップ	"8,073,945 "	38 	42.4 	2.6 	2010/6/30
8993	上場廃止	アトリウム	"5,922,000 "	432 	37.2 	3.3 	2009/5/28
8995	不動産業	誠建設工業	"4,656,000 "	38 	42.6 	6.3 	2010/6/25
8996	不動産業	ハウスフリーダム	"5,015,000 "	79 	36.5 	3.7 	2010/3/26
8997	不動産業	日本パーキング	"6,343,637 "	35 	39.8 	5.5 	2010/5/28
8998	不動産業	ＳＢＩライフリビング	"5,407,441 "	38 	38.2 	4.5 	2010/6/24
8999	不動産業	グランディハウス	"4,836,000 "	241 	35.3 	3.9 	2010/6/29
9001	陸運業	東武鉄道	"6,631,514 "	"4,659 "	43.9 	22.9 	2010/6/29
9002	上場廃止	西武鉄道	"7,212,788 "	"3,732 "	41.4 	20.4 	2006/6/28
9003	陸運業	相鉄ホールディングス	"7,491,713 "	476 	47.3 	19.1 	2010/6/30
9004	上場廃止	箱根登山鉄道	"4,998,502 "	214 	35.3 	14.6 	2003/6/27
9005	陸運業	東京急行電鉄	"7,389,114 "	"4,403 "	37.9 	16.5 	2010/6/29
9006	陸運業	京浜急行電鉄	"7,020,541 "	"1,498 "	38.8 	18.0 	2010/6/29
9007	陸運業	小田急電鉄	"7,508,693 "	"3,570 "	39.5 	19.0 	2010/6/29
9008	陸運業	京王電鉄	"7,684,587 "	"3,136 "	39.8 	18.1 	2010/6/29
9009	陸運業	京成電鉄	"7,415,187 "	"1,972 "	42.0 	21.3 	2010/6/29
9010	陸運業	富士急行	"6,229,594 "	370 	43.6 	18.7 	2010/6/28
9012	陸運業	秩父鉄道	"5,144,793 "	305 	42.7 	22.5 	2010/6/28
9013	上場廃止	伊豆箱根鉄道	"4,475,964 "	452 	40.4 	20.2 	2010/6/21
9014	陸運業	新京成電鉄	"7,255,128 "	480 	39.1 	19.1 	2010/6/25
9017	陸運業	新潟交通	"3,887,876 "	839 	46.3 	20.9 	2010/6/28
9019	上場廃止	伊豆急行	"4,569,000 "	367 	40.5 	19.4 	2004/6/25
9020	陸運業	東日本旅客鉄道	"6,922,323 "	"52,259 "	42.0 	16.6 	2010/6/23
9021	陸運業	西日本旅客鉄道					2010/6/24
9022	陸運業	東海旅客鉄道					2010/6/23
9027	陸運業	ロジネット　ジャパン	"6,266,000 "	25 	42.7 	11.8 	2010/6/29
9028	陸運業	ゼロ	"5,874,634 "	"1,216 "	42.2 	11.1 	2009/9/29
9029	陸運業	ヒガシトゥエンティワン	"4,934,000 "	644 	45.0 	13.2 	2010/6/28
9030	陸運業	アートコーポレーション	"4,453,000 "	"4,653 "	31.8 	6.2 	2009/12/24
9031	陸運業	西日本鉄道	"4,923,821 "	"4,504 "	42.3 	14.4 	2010/6/29
9033	陸運業	広島電鉄	"5,332,788 "	"1,440 "	44.4 	17.4 	2010/6/30
9034	陸運業	南総通運	"4,111,980 "	652 	42.5 	12.6 	2010/6/30
9035	陸運業	第一交通産業	"3,753,148 "	258 	38.2 	7.4 	2010/6/30
9036	陸運業	東部ネットワーク	"4,401,888 "	354 	42.5 	6.9 	2010/6/29
9037	陸運業	ハマキョウレックス	"4,497,915 "	640 	39.4 	7.0 	2010/6/16
9039	陸運業	サカイ引越センター	"4,346,000 "	"8,246 "	31.6 	4.6 	2010/6/21
9040	陸運業	大宝運輸	"4,683,000 "	"1,263 "	43.3 	10.9 	2010/6/14
9041	陸運業	近畿日本鉄道	"6,290,391 "	"8,273 "	41.8 	17.2 	2010/6/28
9042	陸運業	阪急阪神ホールディングス	"7,878,179 "	58 	37.1 	8.1 	2010/6/17
9043	上場廃止	阪神電気鉄道	"6,175,129 "	"1,290 "	40.5 	20.8 	2010/6/17
9044	陸運業	南海電気鉄道	"5,529,728 "	"2,675 "	40.5 	20.6 	2010/6/25
9045	陸運業	京阪電気鉄道	"6,534,889 "	"1,905 "	41.9 	21.8 	2010/6/24
9046	陸運業	神戸電鉄	"5,039 "	652 	42.3 	22.9 	2010/6/16
9047	陸運業	名糖運輸	"4,749,614 "	"2,292 "	41.1 	10.5 	2010/6/30
9048	陸運業	名古屋鉄道	"5,912,591 "	"5,155 "	40.6 	20.6 	2010/6/28
9049	陸運業	京福電気鉄道	"4,550,960 "	191 	38.2 	14.8 	2010/6/25
9050	上場廃止	三重交通	"4,638,276 "	"1,533 "	40.5 	15.9 	2006/6/29
9051	陸運業	センコン物流	"3,507,000 "	414 	42.2 	12.0 	2010/6/29
9052	陸運業	山陽電気鉄道	"5,768,163 "	979 	44.1 	18.2 	2010/6/30
9053	上場廃止	中央運輸	"4,345,876 "	354 	45.8 	14.5 	2008/12/19
9054	上場廃止	大和物流	"4,477,446 "	"1,413 "	38.2 	8.4 	2006/6/27
9055	陸運業	アルプス物流	"5,328,867 "	"1,322 "	38.9 	12.5 	2010/6/23
9056	陸運業	ヒューテックノオリン	"4,768,036 "	"2,840 "	39.1 	9.2 	2010/6/25
9057	陸運業	遠州トラック	"4,344,046 "	810 	40.8 	7.8 	2010/6/25
9058	倉庫・運輸関連業	トランコム	"4,188,000 "	"3,645 "	37.2 	7.0 	2010/6/18
9059	陸運業	カンダホールディングス	"4,221,055 "	44 	44.2 	11.3 	2010/6/30
9060	陸運業	日本ロジテム	"5,010,926 "	"1,209 "	40.8 	14.4 	2010/6/29
9061	陸運業	富士物流	"6,437,000 "	521 	42.1 	17.5 	2010/6/28
9062	陸運業	日本通運	"5,726,257 "	"43,204 "	40.3 	16.7 	2010/6/29
9063	陸運業	岡山県貨物運送	"3,538,341 "	"2,995 "	40.6 	13.0 	2010/6/29
9064	陸運業	ヤマトホールディングス	"7,602,362 "	57 	35.6 	12.6 	2010/6/25
9065	陸運業	山九	"5,598,000 "	"9,711 "	39.7 	14.6 	2010/6/29
9066	倉庫・運輸関連業	日新	"5,694,000 "	"1,765 "	40.0 	14.0 	2010/6/25
9067	陸運業	丸運	"6,188,026 "	474 	40.3 	17.7 	2010/6/25
9068	陸運業	丸全昭和運輸	"5,809,425 "	"1,198 "	41.8 	17.9 	2010/6/29
9069	陸運業	センコー	"5,298,192 "	"5,065 "	40.8 	15.3 	2010/6/29
9070	陸運業	トナミホールディングス	"4,442,000 "	61 	46.0 	21.2 	2010/6/29
9071	上場廃止	札幌通運	"5,230,000 "	996 	41.2 	16.4 	2005/6/29
9072	陸運業	日本梱包運輸倉庫	"4,289,000 "	"4,186 "	39.1 	12.0 	2010/6/30
9073	陸運業	京極運輸商事	"4,769,926 "	248 	45.1 	17.3 	2010/6/29
9074	陸運業	日本石油輸送	"5,811,000 "	181 	42.7 	19.3 	2010/6/29
9075	陸運業	福山通運	"4,472,000 "	"18,043 "	40.5 	12.1 	2010/6/30
9076	陸運業	セイノーホールディングス	"6,250,000 "	37 	42.8 	16.8 	2010/6/30
9077	陸運業	名鉄運輸	"4,112,000 "	"3,916 "	42.3 	13.4 	2010/6/24
9078	陸運業	エスライン					2010/6/30
9079	上場廃止	ティーエルロジコム	"4,920,000 "	"3,278 "	45.7 	17.2 	2006/3/28
9081	陸運業	神奈川中央交通	"5,649,531 "	"2,841 "	47.8 	13.9 	2010/6/30
9082	陸運業	大和自動車交通	"3,638,047 "	"1,890 "	54.5 	9.4 	2010/6/29
9083	陸運業	神姫バス	"4,531,145 "	"1,515 "	41.0 	7.1 	2010/6/29
9085	陸運業	北海道中央バス	"4,416,648 "	"1,828 "	44.5 	12.4 	2010/6/30
9086	陸運業	日立物流	"7,080,000 "	"2,305 "	38.8 	15.7 	2010/6/24
9087	陸運業	タカセ	"5,775,936 "	101 	43.0 	16.0 	2010/6/29
9089	上場廃止	バンダイロジパル	"5,663,000 "	570 	39.2 	12.3 	2005/5/27
9101	海運業	日本郵船	"9,437,164 "	"1,027 "	37.9 	14.0 	2010/6/23
9104	海運業	商船三井	"11,307,909 "	800 	38.6 	15.3 	2009/6/23
9107	海運業	川崎汽船	"8,860,550 "	696 	39.1 	15.7 	2010/6/25
9110	海運業	新和海運	"9,185,833 "	114 	37.7 	14.2 	2009/6/26
9113	海運業	乾汽船	"6,575,291 "	36 	38.3 	4.4 	2010/6/25
9115	海運業	明治海運	"5,221,716 "	40 	33.3 	7.2 	2010/6/29
9119	海運業	飯野海運	"9,451,000 "	138 	37.3 	13.6 	2010/6/25
9123	上場廃止	太平洋海運	"8,555,994 "	60 	43.7 	16.8 	2009/6/26
9127	海運業	玉井商船	"7,794,000 "	25 	43.6 	19.5 	2010/6/29
9130	海運業	共栄タンカー	"9,648,161 "	59 	43.8 	18.4 	2010/6/30
9132	海運業	第一中央汽船	"7,478,000 "	172 	39.1 	15.6 	2010/6/29
9133	海運業	東栄リーファーライン	"8,014,000 "	28 	39.9 	11.2 	2010/6/29
9152	上場廃止	関西汽船	"6,260,908 "	187 	42.2 	15.1 	2009/3/27
9171	海運業	栗林商船	"7,327,000 "	71 	44.1 	16.5 	2010/6/29
9173	海運業	東海汽船	"7,166,738 "	203 	43.0 	18.6 	2010/3/26
9174	上場廃止	ワンダーテーブル	"4,989,000 "	"1,073 "	34.0 	5.1 	2009/6/24
9176	海運業	佐渡汽船	"5,317,000 "	86 	43.9 	17.6 	2010/3/26
9178	上場廃止	日鐵物流	"6,173,785 "	"1,050 "	42.7 	15.8 	2005/6/28
9179	海運業	川崎近海汽船	"7,638,429 "	220 	40.1 	15.6 	2010/6/29
9180	海運業	新和内航海運	"7,419,000 "	56 	41.4 	15.0 	2010/6/25
9193	倉庫・運輸関連業	東京汽船	"8,986,000 "	234 	39.6 	16.1 	2010/6/29
9201	上場廃止	日本航空	"6,764,000 "	"6,392 "	44.3 	20.0 	2009/6/24
9202	空運業	全日本空輸					2010/6/22
9203	上場廃止	日本エアシステム	"8,717,000 "	"1,878 "	43.2 	22.1 	2006/6/29
9204	空運業	スカイマーク	"5,930,000 "	637 	36.1 	5.0 	2010/6/24
9205	上場廃止	日本航空	"8,107,000 "	12 	44.5 	18.0 	2009/6/24
9231	上場廃止	国際航業	"6,551,629 "	"1,124 "	42.4 	14.0 	2007/6/26
9232	空運業	パスコ	"6,203,151 "	"1,890 "	39.3 	10.6 	2010/6/24
9233	空運業	アジア航測	"6,032,109 "	"1,193 "	42.2 	14.1 	2010/1/4
9234	空運業	国際航業ホールディングス	"6,272,304 "	45 	41.4 	10.5 	2010/6/24
9301	倉庫・運輸関連業	三菱倉庫		853 			2010/6/29
9302	倉庫・運輸関連業	三井倉庫	"7,096,000 "	809 	39.1 	15.1 	2010/6/29
9303	倉庫・運輸関連業	住友倉庫	"7,179,000 "	714 	36.1 	13.1 	2010/6/29
9304	倉庫・運輸関連業	澁澤倉庫	"5,992,544 "	487 	40.2 	16.3 	2010/6/29
9305	卸売業	ヤマタネ	"5,889,000 "	331 	41.8 	17.2 	2010/6/29
9306	倉庫・運輸関連業	東陽倉庫	"5,428,081 "	250 	40.9 	16.2 	2010/6/29
9307	倉庫・運輸関連業	杉村倉庫	"5,924,000 "	75 	44.4 	19.2 	2010/6/29
9308	倉庫・運輸関連業	イヌイ倉庫	"7,909,000 "	97 	41.8 	17.3 	2010/6/25
9310	倉庫・運輸関連業	日本トランスシティ	"7,089,167 "	674 	39.6 	17.8 	2010/6/29
9311	倉庫・運輸関連業	アサガミ	"569,000 "	520 	45.0 	15.2 	2010/6/24
9312	倉庫・運輸関連業	ケイヒン	"5,727,000 "	472 	39.8 	16.1 	2010/6/30
9313	倉庫・運輸関連業	丸八倉庫	"8,060,058 "	44 	48.4 	25.9 	2010/2/25
